msa_name,msa_code,5-Year Household Growth,1-Year Household Growth,Population,5-Year Population Growth,1-Year Population Growth,Vacancy_Rate,ACS_1_Year_Median_Price,5-Year Price Growth,ACS_1_Year_Median_Rent,5-Year Rent Growth,ACS_1_Year_Rent-Price_Ratio,Total_Units,msa_name_original,Population_Size_Category,msa_code_bls,Jobs,5-Year Job Growth,Income,5-Year Income Growth,Unemployment_Rate,permit_data_for_year,sfh_permits,duplex_unit_permits,small_multifamily_unit_permits,commercial_multifamily_unit_permits,total_unit_permits,percent_sfh,percent_duplex,percent_small_multi,percent_large_multi,Permits_as_Percent_of_Total_Units,housecanary_median_price,housecanary_median_rent,hc_median_rent_upper_bound,housecanary_rentpriceratio,1-Year Price Forecast,1-Year Rent Forecast,state,metro_or_micro_area,median_prop_taxes_by_msa,insurance,1-Year_HH_Growth_Minus_Percent_New_Supply,Median_Prop_Tax_Rate,Normalized Total Employment,5-Year Job Growth x Normalized,RANK_5-Year Household Growth,RANK_5-Year Population Growth,RANK_5-Year Job Growth,RANK_5-Year Job Growth x Normalized,RANK_Income,RANK_5-Year Income Growth,RANK_Unemployment_Rate,RANK_Permits_as_Percent_of_Total_Units,RANK_1-Year_HH_Growth_Minus_Percent_New_Supply,RANK_ACS_1_Year_Rent-Price_Ratio,RANK_housecanary_rentpriceratio,RANK_1-Year Price Forecast,RANK_ACS_1_Year_Median_Price,RANK_insurance,RANK_Median_Prop_Tax_Rate,RANK_Vacancy_Rate
"Youngstown, OH",49660,-0.011080197462434504,0.002276692158304166,429728.0,-0.012568991585439272,-0.00351310050250091,0.0990294805156377,149700.0,0.3051438535309503,626.0,0.16356877323420074,0.4181696726786907,202778.0,"Youngstown-Warren, OH",3,49660,212900.0,-0.01979742173112342,45053.84,0.07369725509635039,5.0,2023.0,282.0,0.0,8.0,0.0,290.0,97.24137931034484,0.0,2.7586206896551726,0.0,0.0014301354190296778,172100.0,1170.0,1647.0,0.006798373038930854,0.06142459113753973,0.05052878965922458,OH,Metropolitan Statistical Area,1827.0,2613.0,0.0008465567392744882,0.01220440881763527,0.019407968821910832,-0.03842277437118633,19,44,37,15,69,58,69,356,134,305,249,316,358,228,91,178
"Las Vegas, NV",29820,0.11003283288302586,0.019687711320403384,2265926.0,0.072660189468462,0.015587946468789372,0.0984625382470011,437900.0,0.5279134682484299,1450.0,0.48717948717948717,0.33112582781456956,923275.0,"Las Vegas-Henderson-North Las Vegas, NV",5,29820,1155000.0,0.10865809176425412,54627.56,0.2492330011653623,6.1,2023.0,10087.0,40.0,250.0,2736.0,13073.0,77.15903006195977,0.3059741451847318,1.9123384074045744,20.928631530635663,0.014159378300073109,471800.0,2006.0,2410.0,0.004251801610852056,0.030560893949718837,0.028782894736842035,NV,Metropolitan Statistical Area,1752.0,1853.0,0.0055283330203302755,0.004000913450559488,0.11165946946329426,1.213270487929056,318,307,326,356,208,243,22,102,251,134,32,113,58,333,328,179
"Chattanooga, TN",16860,0.05718605604148709,0.010007919936640507,564466.0,0.029373093174362052,0.008227056764191047,0.0981061869381949,289700.0,0.7860665844636252,1009.0,0.5059701492537313,0.34829133586468763,248863.0,"Chattanooga, TN-GA",4,16860,291600.0,0.09336332958380211,51579.32,0.09182269480126348,3.5,2023.0,2243.0,120.0,246.0,527.0,3016.0,74.37002652519894,3.9787798408488064,8.156498673740053,17.47347480106101,0.0121191177475157,333700.0,1811.0,2292.0,0.005427030266706622,0.051611456169440295,0.0022865853658535773,TN,Metropolitan Statistical Area,1688.0,3737.0,-0.002111197810875194,0.0058267172937521575,0.027114362092770482,0.25314871245218806,218,183,303,315,154,67,299,123,76,172,110,266,153,117,246,180
"Terre Haute, IN",45460,0.0214465427869896,0.004441463596393174,169030.0,-0.009446677840156585,-0.0010696704114980704,0.0976367409787775,139800.0,0.40220661985957873,682.0,0.29904761904761906,0.48783977110157367,74685.0,"Terre Haute, IN",2,45460,68100.0,-0.007288629737609353,50390.6,0.013608217229404529,4.8,2023.0,126.0,14.0,14.0,0.0,140.0,90.0,10.0,10.0,0.0,0.0018745397335475664,165200.0,1126.0,1558.0,0.0068159806295399515,0.03853588207188774,,IN,Metropolitan Statistical Area,1131.0,3620.0,0.002566923862845608,0.008090128755364807,0.005228988572603625,-0.0038112161607898264,85,54,71,71,132,29,89,343,178,355,251,176,360,127,161,181
"Urban Honolulu, HI",46520,0.0714365983734199,0.010009291964418132,1010100.0,0.020241197503181624,-0.00499129699842489,0.0975593266175376,899300.0,0.2825156873930405,1853.0,0.16321406151914628,0.2060491493383743,369775.0,"Urban Honolulu, HI",5,46520,464300.0,-0.020257438278117768,68151.2,0.2543907504713776,3.0,2023.0,657.0,146.0,153.0,1041.0,1851.0,35.49432739059968,7.88762830902215,8.26580226904376,56.23987034035656,0.005005746737881144,945600.0,2891.0,3942.0,0.0030573181049069376,0.006938920909630442,0.008090614886731462,HI,Metropolitan Statistical Area,2205.0,791.0,0.005003545226536988,0.0024519070388079618,0.04402534198956161,-0.08918406480265707,250,155,35,9,349,245,335,252,242,5,4,9,5,368,364,182
"Greenville, SC",24860,0.09790984367235257,0.021451290363908804,931405.0,0.06755816579041174,0.014418961277154675,0.0967598932114393,281800.0,0.6664695446481372,984.0,0.4470588235294118,0.34918381831085876,406036.0,"Greenville-Anderson-Greer, SC",4,24860,469000.0,0.08289078734703303,59300.8,0.267618158374461,5.1,2023.0,6685.0,396.0,536.0,463.0,7684.0,86.99895887558563,5.153565851119208,6.975533576262364,6.025507548152004,0.018924430346077686,328300.0,1624.0,2175.0,0.004946695095948827,0.05513074670687024,0.03175965665236036,SC,Metropolitan Statistical Area,1305.0,3219.0,0.0025268600178311174,0.004630943931866572,0.04448557132085818,0.36874440323685265,301,299,288,328,294,266,64,57,175,176,74,285,164,178,312,183
"Flint, MI",22420,-0.0046632062240017265,0.007004032624844608,405280.0,-0.01363168411291834,-0.0027559055118110236,0.0963950482927492,181600.0,0.5299073294018534,735.0,0.23946037099494097,0.40473568281938327,183775.0,"Flint, MI",3,22420,142200.0,0.011379800853485111,53529.32000000001,0.17406676627242557,5.8,2023.0,236.0,12.0,64.0,80.0,380.0,62.10526315789474,3.1578947368421053,16.842105263157894,21.05263157894737,0.0020677458849136174,182400.0,1419.0,1853.0,0.007779605263157895,0.06632543706196614,-0.002577319587628746,MI,Metropolitan Statistical Area,2156.0,2956.0,0.00493628673993099,0.011872246696035243,0.012484944625598543,0.014207618350610065,30,40,126,152,194,152,30,338,238,288,293,336,323,199,99,184
"Cleveland, TN",17420,0.03865946224109096,0.010155565750510907,126479.0,0.05059474366215902,0.009030930137937087,0.0963342971737711,258500.0,0.6016109045848823,747.0,0.296875,0.28897485493230174,53605.0,"Cleveland, TN",2,17420,48400.0,-0.022222222222222254,35133.28,-0.11224985875149462,3.7,2023.0,775.0,0.0,28.0,18.0,821.0,94.3970767356882,0.0,3.41047503045067,2.192448233861145,0.015315735472437272,270600.0,1692.0,2168.0,0.006252771618625278,0.06051739993548799,,TN,Metropolitan Statistical Area,990.0,3737.0,-0.005160169721926365,0.003829787234042553,0.003299942226530752,-0.0073332049478461265,152,260,31,56,7,5,251,95,37,64,202,307,196,119,335,185
"Wichita, KS",48620,0.030974530216181143,0.007101074244375456,646794.0,0.01895353068783152,0.003590491559086395,0.096300696970136,207300.0,0.43460207612456747,755.0,0.2562396006655574,0.3642064640617463,276052.0,"Wichita, KS",4,48620,317200.0,0.03389830508474567,53562.08,0.2623812733623383,4.1,2023.0,1470.0,1306.0,1332.0,731.0,3533.0,41.60769883951316,36.96575148598925,37.70166996886499,20.69063119162185,0.01279831336125078,234500.0,1372.0,1866.0,0.005850746268656716,0.05168866555994378,0.07257203842049065,KS,Metropolitan Statistical Area,2655.0,5688.0,-0.005697239116875323,0.01280752532561505,0.029621143131322032,0.1004106546824473,122,146,182,271,195,257,198,111,32,212,147,268,280,11,74,186
"Spartanburg, SC",43900,0.09794397018155585,0.028379656741294654,357277.0,0.09761170369642155,0.020295856298369365,0.0962748901468667,233400.0,0.5791610284167794,813.0,0.37796610169491524,0.34832904884318766,151566.0,"Spartanburg, SC",3,43900,176400.0,0.060733613950691545,54171.0,0.20337534221257014,5.4,2023.0,2824.0,2.0,2.0,41.0,2867.0,98.50017439832578,0.069759330310429,0.069759330310429,1.4300662713637948,0.018915851840122455,253800.0,1596.0,2000.0,0.006288416075650118,0.04292312193769954,0.02113970588235281,SC,Metropolitan Statistical Area,1020.0,3219.0,0.009463804901172199,0.004370179948586119,0.015833847419288505,0.09616467765172217,302,339,235,267,201,184,46,58,315,173,207,210,234,173,316,187
"Springfield, IL",44100,0.002238394654848543,-0.007153681583169906,208406.0,-0.010182854428876752,-0.0033285190959436066,0.0958058918441695,177200.0,0.23570432357043236,783.0,0.1899696048632219,0.44187358916478553,98543.0,"Springfield, IL",2,44100,108900.0,0.012081784386617,52151.84,0.15225183823529398,4.6,2023.0,163.0,30.0,30.0,53.0,246.0,66.26016260162602,12.195121951219512,12.195121951219512,21.54471544715447,0.002496372142110551,174300.0,990.0,1795.0,0.005679862306368331,0.03378072841986479,,IL,Metropolitan Statistical Area,3038.0,3587.0,-0.009650053725280456,0.01714446952595937,0.00922417085279516,0.011144444338878817,42,51,129,137,164,125,111,325,16,332,130,136,328,144,27,188
"Burlington, VT",15540,0.05861953367935543,0.015907880724174654,225745.0,0.041494618248589396,0.005438171420427215,0.0949627916629606,400000.0,0.4321518080916577,1510.0,0.4191729323308271,0.3775,101187.0,"Burlington-South Burlington, VT",2,72400,129600.0,0.014084507042253502,63126.96,0.2634569751467466,2.1,2023.0,430.0,82.0,97.0,669.0,1196.0,35.953177257525084,6.8561872909699,8.110367892976589,55.936454849498325,0.011819700159111348,485200.0,2236.0,3153.0,0.00460840890354493,0.05526386353562618,,VT,Metropolitan Statistical Area,5992.0,1555.0,0.0040881805650633055,0.01498,0.011251138333186451,0.01584667370871329,222,237,135,159,326,258,366,127,215,237,49,286,73,365,40,189
"Pittsburgh, PA",38300,0.018261049810312995,0.0038999194922785777,2451408.0,0.006170645393523326,-0.0005899248019145037,0.0944643783410711,218300.0,0.3618215845290081,833.0,0.22861356932153393,0.3815849748053138,1166355.0,"Pittsburgh, PA",5,38300,1187000.0,-0.008437056219196437,52812.24,0.07712376710149527,4.2,2023.0,3332.0,16.0,131.0,2831.0,6294.0,52.93930727677153,0.2542103590721322,2.0813473149030823,44.979345408325386,0.0053962987255166735,237900.0,1489.0,2087.0,0.006258932324506095,0.044088681725846346,0.0642479213907785,PA,Metropolitan Statistical Area,3200.0,2130.0,-0.0014963792332380959,0.014658726523133303,0.1147929457614837,-0.09685145369568053,76,109,68,7,174,61,167,244,86,247,203,218,260,288,48,190
"Saginaw, MI",40980,-0.00614153563874519,6.410667350471184e-05,189821.0,-0.020546637564949975,-0.003773485882229453,0.0940871766878433,146400.0,0.3837429111531191,710.0,0.2326388888888889,0.4849726775956284,86101.0,"Saginaw, MI",2,40980,83600.0,-0.05536723163841806,50303.24,0.08955240691099942,5.9,2023.0,138.0,40.0,52.0,0.0,190.0,72.63157894736842,21.05263157894737,27.36842105263158,0.0,0.0022067107234526894,175200.0,1318.0,1828.0,0.007522831050228311,0.05690628880576698,,MI,Metropolitan Statistical Area,1885.0,2956.0,-0.0021426040499479774,0.01287568306010929,0.0067467661545391345,-0.03735497644886073,27,25,6,16,130,66,28,332,75,354,282,294,359,204,72,191
"Greensboro, NC",24660,0.046249817076698466,0.013663715646998698,775169.0,0.03137215769235886,0.004428889628908806,0.0935763208095127,244000.0,0.6021011162179908,928.0,0.40606060606060607,0.380327868852459,339167.0,"Greensboro-High Point, NC",4,24660,368600.0,0.013751375137513788,55339.96,0.21608218207580587,4.9,2023.0,2368.0,40.0,40.0,1099.0,3507.0,67.52209865982321,1.140575990875392,1.140575990875392,31.3373253493014,0.010340038977848671,251100.0,1612.0,1943.0,0.006419753086419753,0.04378591309279045,0.0485519591141399,NC,Metropolitan Statistical Area,1851.0,3398.0,0.0033236766691500264,0.0075860655737704915,0.03465428943528882,0.04765441341486374,181,199,134,216,225,198,78,152,197,242,220,215,218,159,176,192
"Altoona, PA",11020,-0.020353228242766953,0.0064260703485596055,122640.0,-0.0168034889687019,-0.003995711918916285,0.0935528956422018,157000.0,0.22178988326848248,682.0,0.1718213058419244,0.43439490445859874,55808.0,"Altoona, PA",2,11020,61900.0,0.004870129870129913,48566.96,0.28049465992130407,4.1,2023.0,62.0,4.0,36.0,12.0,110.0,56.36363636363637,3.636363636363636,32.72727272727273,10.909090909090908,0.0019710435779816513,,,,,0.024398116150271987,,PA,Metropolitan Statistical Area,1583.0,2130.0,0.004455026770577955,0.0100828025477707,0.0046218775398294215,0.0022509143862805823,11,36,104,102,109,280,187,341,226,323,362,67,353,285,126,193
"Santa Cruz, CA",42100,0.009954362753307654,0.0001140179941125254,268571.0,-0.017170271862637827,-0.013107320550603003,0.0934484605338569,1011300.0,0.24070666175929334,1941.0,0.20559006211180125,0.1919311776920795,106433.0,"Santa Cruz-Watsonville, CA",3,42100,101300.0,-0.024084778420038533,64785.23999999999,0.26075957052793464,5.8,2023.0,242.0,10.0,20.0,278.0,540.0,44.81481481481482,1.851851851851852,3.703703703703704,51.48148148148148,0.005073614386515461,1085200.0,3729.0,4955.0,0.003436232952451161,0.017557670544080306,0.029752583777012065,CA,Metropolitan Statistical Area,5665.0,1772.0,-0.004959596392402936,0.005601700781172748,0.008479970231975166,-0.020423820404564464,57,35,26,25,335,256,29,250,43,3,8,35,3,336,261,194
"Peoria, IL",37900,0.007050972239693332,0.008005301524188204,368011.0,-0.02451107729988496,-0.005923760953420276,0.0931053397247859,160600.0,0.14550641940085593,701.0,0.1216,0.4364881693648817,167724.0,"Peoria, IL",3,37900,170400.0,-0.00641399416909616,54647.84,0.24512161889980222,5.4,2023.0,184.0,4.0,4.0,22.0,210.0,87.61904761904762,1.9047619047619049,1.9047619047619049,10.476190476190476,0.0012520569507047292,167500.0,1260.0,1820.0,0.0075223880597014925,0.040821530921266724,0.04613935969868166,IL,Metropolitan Statistical Area,3873.0,3587.0,0.006753244573483475,0.024115815691158157,0.015246320613377985,-0.009778981151437698,52,22,73,49,210,234,48,358,275,325,281,192,347,141,4,195
"Las Cruces, NM",29740,0.0681391712275215,0.02547133224075163,219870.0,0.028155380665796894,0.007852143181286872,0.0921988171971559,228000.0,0.5789473684210527,773.0,0.3609154929577465,0.33903508771929824,90294.0,"Las Cruces, NM",2,29740,82000.0,0.09187749667110512,43787.119999999995,0.18409877098742844,4.8,2023.0,837.0,12.0,24.0,0.0,861.0,97.21254355400696,1.3937282229965158,2.7874564459930316,0.0,0.009535517310120274,251800.0,1573.0,2006.0,0.00624702144559174,0.026968035978427007,0.019372693726937174,NM,Metropolitan Statistical Area,1268.0,3489.0,0.015935814930631356,0.0055614035087719295,0.006590092339629663,0.060548118699659974,244,178,298,234,61,164,90,161,354,150,201,88,245,148,262,196
"Springfield, OH",44220,0.01081406375373842,0.0055329801901168275,135877.0,0.002634297520661157,-0.0011394377793460361,0.0919233289646133,173800.0,0.45805369127516776,627.0,0.11565836298932385,0.36075949367088606,61040.0,"Springfield, OH",2,44220,50500.0,0.022267206477732726,43188.08,0.027260358688930175,4.4,2023.0,107.0,0.0,68.0,40.0,215.0,49.76744186046512,0.0,31.627906976744185,18.6046511627907,0.003522280471821756,188100.0,1329.0,1796.0,0.0070653907496012755,0.062489980256688504,,OH,Metropolitan Statistical Area,1771.0,2613.0,0.0020106997182950713,0.01018987341772152,0.003505576608599434,0.0078059398167193645,63,92,152,125,51,34,137,301,158,205,264,318,332,233,125,197
"Bellingham, WA",13380,0.09219526804432465,0.01453291047682635,226523.0,0.06479801445909993,0.008862839760747863,0.0918680399227045,611200.0,0.6860689655172414,1382.0,0.361576354679803,0.22611256544502617,100394.0,"Bellingham, WA",2,13380,96500.0,0.013655462184873901,51534.08,0.025889465130482625,5.0,2023.0,571.0,6.0,31.0,292.0,894.0,63.87024608501119,0.6711409395973155,3.4675615212527964,32.66219239373602,0.00890491463633285,662200.0,2621.0,3311.0,0.003958018725460586,0.04856991671235389,,WA,Metropolitan Statistical Area,3199.0,2017.0,0.005627995840493501,0.0052339659685863875,0.008009948787246752,0.010937955276702459,293,293,133,135,153,33,75,172,253,13,22,247,21,313,282,198
"St. Louis, MO",41180,0.02975010130542485,0.008365491380235691,2813523.0,0.0030392178532747615,-0.0007472580707600829,0.0916683574481035,247900.0,0.37188710570005534,889.0,0.27,0.35861234368697054,1261744.0,"St. Louis, MO-IL",5,41180,1463300.0,0.03508523732050639,65626.08,0.22355906733239617,3.9,2023.0,4599.0,80.0,226.0,2282.0,7107.0,64.7108484592655,1.125650766849585,3.1799634163500774,32.10918812438441,0.005632679846307967,256500.0,1650.0,2091.0,0.006432748538011696,0.04187191464804507,0.02021772939346822,MO,Metropolitan Statistical Area,4087.0,4114.0,0.002732811533927724,0.016486486486486488,0.14184855517366313,0.49767902218389154,117,93,184,341,340,208,228,240,182,204,222,201,212,90,29,199
"Cleveland, OH",17410,0.03371081223161654,0.004681210338535283,2177425.0,0.007420701346265776,-0.0022480549467518906,0.0911964839149951,217300.0,,874.0,,0.40220892774965483,1014765.0,"Cleveland, OH",5,17460,1071200.0,-0.0088823094004441,62142.08,0.24567676030645758,3.9,2023.0,2500.0,14.0,103.0,888.0,3491.0,71.61271841879118,0.4010312231452306,2.9504439988541966,25.436837582354627,0.0034402053677452414,,,,,,,OH,Metropolitan Statistical Area,4038.0,2613.0,0.0012410049707900416,0.01858260469397147,0.10345367840741067,-0.09189075802286645,133,115,66,8,322,236,232,304,141,284,360,368,262,231,19,200
"Mount Vernon, WA",34580,0.07357259035508333,0.005619311436485952,129480.0,0.06370918052988293,0.009763858127710016,0.0903982102908277,558300.0,0.6571682991985752,1488.0,0.4984894259818731,0.26652337452982267,55875.0,"Mount Vernon-Anacortes, WA",2,34580,53400.0,0.00945179584120992,50181.56,-0.0594249512670566,5.0,2023.0,165.0,10.0,17.0,304.0,486.0,33.95061728395062,2.05761316872428,3.4979423868312756,62.55144032921811,0.008697986577181209,538800.0,2334.0,2955.0,0.00433184855233853,0.0445078637410099,,WA,Metropolitan Statistical Area,3531.0,2017.0,-0.003078675140695257,0.006324556689951639,0.003789547898122852,0.0035818033063543366,254,290,118,107,128,16,71,176,60,37,39,221,30,317,221,201
"Burlington, NC",15500,0.06877131752201159,0.015970201022454795,171779.0,0.08828336838904234,0.015332328516121405,0.0902707447167645,265200.0,0.7458854509545754,871.0,0.3297709923664122,0.3284313725490196,74055.0,"Burlington, NC",2,15500,69900.0,0.07538461538461538,45473.48,0.1622983067067174,4.2,2023.0,1641.0,6.0,6.0,1083.0,2730.0,60.10989010989011,0.2197802197802197,0.2197802197802197,39.67032967032967,0.03686449260684626,268900.0,1633.0,1967.0,0.006072889550018595,0.03869842640843979,,NC,Metropolitan Statistical Area,1317.0,3398.0,-0.020894291584391465,0.0049660633484162895,0.005405246614376781,0.04074724370837881,245,332,275,200,74,138,166,9,4,131,177,179,187,163,299,202
"Phoenix, AZ",38060,0.11953080812250547,0.022132468547931182,4864209.0,0.0664697378096828,0.01595677022338601,0.0900814597556157,457400.0,0.7131086142322097,1605.0,0.680628272251309,0.3508963707914298,1996937.0,"Phoenix-Mesa-Chandler, AZ",5,38060,2459700.0,0.12268930576475423,66100.32,0.2394910048266785,3.5,2023.0,24708.0,1730.0,1872.0,19036.0,45616.0,54.16520519116099,3.792528937215012,4.103823219922834,41.73097158891617,0.02284298403004201,479400.0,2057.0,2500.0,0.004290780141843972,0.02271541105490793,0.01450381679389312,AZ,Metropolitan Statistical Area,1734.0,3063.0,-0.0007105154821108288,0.003790992566681242,0.23941717340853677,2.9373926793653156,329,296,339,366,342,226,291,39,99,180,36,57,50,181,339,203
"Mansfield, OH",31900,0.03513451559797445,0.0033935966064033937,125008.0,0.02859305702977792,0.004048062712844567,0.0899214012202048,176800.0,0.5427574171029669,624.0,0.2865979381443299,0.35294117647058826,54581.0,"Mansfield, OH",2,31900,51400.0,-0.005802707930367523,39323.44,-0.03956208643966608,4.6,2023.0,110.0,10.0,22.0,0.0,132.0,83.33333333333333,7.575757575757576,16.666666666666668,0.0,0.0024184239936974406,187300.0,1839.5,2366.0,0.009821142552055526,0.08543782970754843,,OH,Metropolitan Statistical Area,1750.0,2613.0,0.0009751726127059531,0.009898190045248868,0.003593705629486012,-0.0020853224155624895,138,180,75,83,23,20,115,327,136,186,314,362,330,234,129,204
"Elizabethtown, KY",21060,0.044796973409857915,0.008528032535170354,125907.0,0.03371072487089597,0.008046308305711678,0.0898792247916861,231500.0,0.4670468948035488,771.0,0.19534883720930232,0.3330453563714903,53405.0,"Elizabethtown, KY",2,21060,58600.0,0.04085257548845478,48978.8,0.3525661276889054,5.2,2023.0,537.0,122.0,325.0,995.0,1857.0,28.91760904684976,6.5697361335487345,17.501346257404414,53.581044695745824,0.03477202509128359,245500.0,1632.0,2206.0,0.006647657841140529,0.07298008384550636,,KY,Metropolitan Statistical Area,1279.0,4153.0,-0.026243992556113236,0.0055248380129589636,0.004298737796578636,0.017561451033980248,175,207,201,164,117,331,57,13,3,141,241,353,240,80,264,205
"Bismarck, ND",13900,0.01558515160102012,0.009634345596935039,133467.0,0.07415515118347243,0.0060756363965295,0.0897392482221469,289400.0,0.11867027444916892,860.0,0.15436241610738255,0.29716655148583276,59060.0,"Bismarck, ND",2,13900,75400.0,0.024456521739130377,73932.56,0.5481559719938587,2.2,2023.0,199.0,74.0,94.0,5.0,298.0,66.77852348993288,24.83221476510067,31.543624161073826,1.6778523489932886,0.005045716220792414,,,,,0.010349127513596512,,ND,Metropolitan Statistical Area,2468.0,3898.0,0.004588629376142624,0.008527988942639946,0.0059438128531280904,0.014536498825584969,73,309,159,155,362,367,363,251,231,83,340,16,154,100,149,206
"Missoula, MT",33540,0.05773606943633325,0.02150997705083823,123193.0,0.04026176905214271,0.010864124592800466,0.0889000676507831,487700.0,0.614366103939093,1091.0,0.4059278350515464,0.22370309616567563,57649.0,"Missoula, MT",2,33540,69900.0,0.08372093023255811,52668.72,0.30654523877092954,3.3,2023.0,309.0,16.0,24.0,323.0,656.0,47.10365853658536,2.4390243902439024,3.658536585365854,49.23780487804878,0.011379208659300248,,,,,0.040107709146381954,,MT,Metropolitan Statistical Area,3302.0,3831.0,0.010130768391537981,0.006770555669468936,0.005405246614376781,0.04525322746920094,219,231,291,209,172,308,318,133,321,10,328,188,40,103,199,207
"Salinas, CA",41500,0.03997173234661225,0.007662894204359233,437609.0,0.010252373213164407,-0.0030618312211102327,0.0888391086870317,759100.0,0.3483126110124334,1870.0,0.3328581610833927,0.24634435515742326,143743.0,"Salinas, CA",3,41500,148600.0,0.019204389574760006,58352.32000000001,0.12106135986733024,5.6,2023.0,459.0,8.0,8.0,150.0,617.0,74.39222042139384,1.2965964343598055,1.2965964343598055,24.311183144246353,0.004292382933429802,772300.0,3222.0,3902.0,0.004171953903923346,0.037954789403947586,,CA,Metropolitan Statistical Area,4168.0,1772.0,0.0033705112709294304,0.005490712686075616,0.01311163988523643,0.0251801040320042,154,121,145,178,276,96,34,277,199,25,29,167,14,355,267,208
"Oklahoma City, OK",36420,0.0966021518979835,0.016459465154416278,1428923.0,0.055721298200818024,0.011359116241080238,0.0885479477262495,244000.0,0.5164698570540709,927.0,0.3261802575107296,0.37991803278688524,608642.0,"Oklahoma City, OK",5,36420,716200.0,0.07392412655570557,58398.6,0.221436728478982,3.3,2023.0,5573.0,556.0,756.0,407.0,6736.0,82.73456057007125,8.2541567695962,11.223277909738718,6.042161520190024,0.01106726121430989,244700.0,1523.0,1897.0,0.006223947691050265,0.03933640591338006,0.005540166204986097,OK,Metropolitan Statistical Area,2045.0,7012.0,0.0053922039401063885,0.008381147540983607,0.06869167572437158,0.5077972129571933,298,271,268,343,279,206,311,138,247,240,197,184,219,1,152,209
"Columbia, MO",17860,0.0597689221852419,0.016434033256463164,211078.0,0.043117720023918595,0.006504096054626777,0.0885403628685553,259100.0,0.3480749219562955,904.0,0.296987087517934,0.348900038595137,91879.0,"Columbia, MO",2,17860,108200.0,0.06286836935166984,50606.4,0.2719573400250943,3.2,2023.0,609.0,4.0,4.0,68.0,681.0,89.42731277533039,0.5873715124816447,0.5873715124816447,9.985315712187958,0.007411922202026578,264800.0,1947.0,2453.0,0.007352719033232628,0.05958726069910503,,MO,Metropolitan Statistical Area,1943.0,4114.0,0.009022111054436587,0.007499035121574682,0.009155626058772265,0.057559928070866795,224,243,240,226,140,269,323,200,309,175,272,303,195,88,177,210
"Lima, OH",30620,0.010317716213199732,0.0015736028128150279,102087.0,-0.019873844292750367,-0.003659893423903496,0.0885393358990423,179800.0,0.5160202360876898,676.0,0.25650557620817843,0.3759733036707453,44692.0,"Lima, OH",2,30620,51900.0,-0.015180265654648917,57456.36,0.33058368757601664,4.3,2023.0,71.0,6.0,6.0,0.0,77.0,92.2077922077922,7.792207792207792,7.792207792207792,0.0,0.0017229034279065605,176400.0,1558.0,2041.0,0.00883219954648526,0.05242195770651348,,OH,Metropolitan Statistical Area,1576.0,2613.0,-0.0001493006150915326,0.008765294771968855,0.003642666196645222,-0.005529664055628406,60,27,46,61,261,316,149,350,110,233,306,272,326,236,144,211
"Providence, RI",39300,0.0543833637772303,0.01145000267344959,1670949.0,0.03582732956679895,0.001756574715276025,0.0884835134576994,430200.0,0.49012816072047105,1136.0,0.38031591737545567,0.2640632264063226,726350.0,"Providence-Warwick, RI-MA",5,77200,611700.0,0.011074380165289277,59610.719999999994,0.2557344725599735,5.3,2023.0,1255.0,166.0,237.0,438.0,1930.0,65.02590673575129,8.601036269430052,12.279792746113989,22.69430051813471,0.002657121222551112,503800.0,2350.0,3132.0,0.004664549424374752,0.057796628951328755,0.040213178294573604,RI,Metropolitan Statistical Area,6069.0,2381.0,0.008792881450898479,0.014107391910739191,0.058458917188096704,0.06473962729921465,206,214,124,239,299,249,51,322,307,34,54,296,65,247,55,212
"Laredo, TX",29700,0.07485596650962295,0.020864225071187688,267282.0,-0.008686170370590156,0.0011949221427688481,0.0879173700994185,200800.0,0.6418642681929682,778.0,0.16467065868263472,0.38745019920318724,85296.0,"Laredo, TX",3,29700,113200.0,0.05400372439478596,38721.28,0.11444692219046049,4.3,2023.0,1099.0,10.0,37.0,406.0,1542.0,71.27107652399481,0.648508430609598,2.399481193255512,26.329442282749675,0.018078221722003376,177200.0,2010.0,2989.0,0.011343115124153499,0.020763946514020137,,TX,Metropolitan Statistical Area,2975.0,4643.0,0.002786003349184312,0.01481573705179283,0.009645231730364365,0.052087843609044164,257,59,226,219,18,83,159,64,183,253,317,48,291,46,43,213
"Erie, PA",21500,-0.008181052211964449,0.0056310340709712385,270495.0,-0.026274865547852005,-0.005178317267554974,0.0870319406221332,179200.0,0.24704244954766874,705.0,0.175,0.39341517857142855,119910.0,"Erie, PA",3,21500,128100.0,-0.010046367851622828,48234.16,0.17370618752372535,4.3,2023.0,144.0,4.0,4.0,76.0,224.0,64.28571428571429,1.7857142857142858,1.7857142857142858,33.92857142857143,0.0018680677174547577,185800.0,1392.0,1856.0,0.007491926803013993,0.04889762831162736,0.03270223752151469,PA,Metropolitan Statistical Area,2633.0,2130.0,0.003762966353516481,0.014693080357142858,0.011104256631708822,-0.01115574468409691,23,18,59,46,106,151,155,344,209,268,278,251,327,283,47,214
